TICKER,WEIGHT
NVDA,0.115239722563302
AAPL,0.0981029822525215
MSFT,0.0757483180725349
AMZN,0.0492287631609832
META,0.0463411503149483
GOOGL,0.0456019117177694
TSLA,0.0440753200684741
AVGO,0.0410785817825356
GOOG,0.0364847896851634
LLY,0.0315563717952911
V,0.0209390606951827
COST,0.0169473772130943
MA,0.0165528338790978
AMD,0.0128343925617503
GE,0.012631788974394
NFLX,0.0123080713703204
PLTR,0.0112928031396302
UNH,0.0098587765536101
GEV,0.0084792911949429
LIN,0.0084511307155205
TMO,0.0073307893455306
KLAC,0.0073009352641343
DIS,0.0070006185306231
CRM,0.0067574100940203
ISRG,0.0064933595039601
BLK,0.0058295500799571
UBER,0.0056638110952437
ANET,0.0053414333039115
DHR,0.0051714804047793
BKNG,0.005135521527631
PANW,0.0049539524052549
PH,0.0047449225308579
SPGI,0.0047137220366229
PGR,0.0046124831655401
VRTX,0.0045155014682853
MCK,0.004327051610897
INTU,0.0042535437585628
ADBE,0.0042144619485641
NOW,0.0041066442306182
TMUS,0.0039576762542046
CRWD,0.0039572174448648
TT,0.0039093079592257
APP,0.0038043371379466
EQIX,0.0036019579869232
VRT,0.0034634372989817
CEG,0.0033002459688295
SHW,0.0032928588287191
ORLY,0.003082179447403
MAR,0.0030306596905407
REGN,0.0030242172159983
CDNS,0.003014093194186
SNPS,0.0030137339797636
PWR,0.002945672658802
HLT,0.0028695033219954
TDG,0.002794318390448
KKR,0.0026583606678923
TEL,0.0025414752409276
MCO,0.0024351643336961
PSX,0.0024116941596104
AZO,0.0024096094595904
BKR,0.0023213432773539
DASH,0.0023083544190198
SNOW,0.0022491749225177
NET,0.002240624781218
APO,0.0022280050749811
HOOD,0.0021404023071016
MPWR,0.0021211495561445
URI,0.0021168260320739
FTNT,0.0020431251216404
ABNB,0.0018905469790847
IDXX,0.0018861894827773
GWW,0.0018700626910078
CVNA,0.0018645952895172
ADSK,0.0018262356482516
TRGP,0.0017948411571923
FIX,0.0017511376028066
VMC,0.0016281303089057
DDOG,0.0015752570247102
ALNY,0.0015597377391195
MLM,0.0015244858099492
MSCI,0.0015022687736657
RMD,0.0013727537448217
CCL,0.0013563500311846
EME,0.0013417757534263
ROP,0.0013192145203185
AXON,0.0013170312671856
COHR,0.0013043953864571
TTWO,0.0012671717315171
MSTR,0.0012640112987054
HEI,0.001252763014622
IBKR,0.0012457358204989
COIN,0.0012320326434944
FICO,0.0012151799190849
WAT,0.0012034050603263
WDAY,0.0011972234922828
INSM,0.0011942796027081
RKLB,0.0011877220612992
TDY,0.001163704818711
ULTA,0.0011482283712043
MDB,0.0011146503107678
IQV,0.0011018506405442
NTRA,0.0010984824913125
FTAI,0.0010795226405631
MTD,0.0010610664367817
XYZ,0.001028963245391
LPLA,0.0010106491933939
MKL,0.0010040788010603
VEEV,0.0009931089039759
DXCM,0.0009724184026399
FLUT,0.0009496368683929
CW,0.0009470783384325
ZM,0.0009445197724444
CASY,0.0009418110564949
LYV,0.0009413174192574
SOFI,0.0009310546132617
TPL,0.0009134432299377
CPNG,0.0008869624757721
EFX,0.0008816591199745
NVR,0.0008807456354877
STZ,0.0008747069718097
HUM,0.0008236021814273
SBAC,0.0008135548058091
FWONK,0.000800159891877
FCNCA,0.0007707544269485
EXAS,0.0007485793550742
CRDO,0.0007096254108266
CRS,0.0007014561696972
LULU,0.0007005513689169
PTC,0.0006921480009707
LII,0.0006811568414653
WST,0.0006713766151673
CSL,0.00066461198082
ZS,0.0006627153830719
RBC,0.0006624678929345
PODD,0.0006495714199498
DECK,0.0006476164000822
ALAB,0.0006418622501349
TLN,0.0006404266324031
RDDT,0.000639505618101
MTZ,0.0006235016131601
SMCI,0.0005888343775504
PFGC,0.0005887617754796
BLD,0.0005768432807905
SUI,0.0005742303127875
TEAM,0.0005581090943223
AFRM,0.0005511666006136
OKTA,0.0005484839527967
MRNA,0.0005346479091789
TW,0.0005167616525694
CLH,0.0005130948717036
TKO,0.0005121914039527
BLDR,0.0005090089451303
PEN,0.0005076643236751
DKNG,0.0004846771836381
GNRC,0.0004831750505362
CACI,0.000475451282447
TYL,0.0004735638808011
NBIX,0.0004709449261746
TOST,0.0004688753248153
HUBS,0.0004610827906178
TXRH,0.000460528130252
WMS,0.0004600212517882
DPZ,0.0004585084134186
GDDY,0.000457737473019
ROIV,0.0004468467490804
TTD,0.0004405995623594
PINS,0.0004282998152279
DT,0.00042275382104
CNM,0.0004211213572834
SAIA,0.0003862574387749
AAL,0.0003546780789409
MEDP,0.0003544456244155
DOCU,0.0003401503501325
KNSL,0.0003385890032996
POOL,0.0003376514472223
OKLO,0.0003019705437538
RBRK,0.0002955679600193
FDS,0.0002898150520312
LBRDK,0.000288359861183
CELH,0.0002733367758092
RGEN,0.0002667991637919
CHE,0.0002535784914271
CAVA,0.0002457697206901
WING,0.0002387184689874
CHDN,0.0002294994731293
PAYC,0.000223624230662
PCOR,0.0002199951338997
ESTC,0.0002170032522606
OLED,0.0002163251535629
TEM,0.0001989904819442
PCTY,0.0001765330840286
DUOL,0.0001720528509312
CRCL,0.0001195088260237
