TICKER,WEIGHT
WCC,0.0073874087625049
ALLY,0.0067276214161387
AA,0.0066765049980245
TOL,0.0064757603092783
SNX,0.0060643492194897
FHN,0.0060589047923499
VTRS,0.0058566651932755
PR,0.0057808308457607
IVZ,0.0057251601150484
AMKR,0.0057115535666937
CMA,0.0054712773179727
BWA,0.0052711371708383
GAP,0.0052537016883849
OVV,0.0051866872990147
WBS,0.0050867999294095
ELAN,0.0049769525177732
APA,0.0048808185076087
LAD,0.0047634532158243
CF,0.0047602703967088
SSB,0.0047072588849025
CMC,0.0046762931065521
UHS,0.0045559368453406
UNM,0.0045343333329462
BEN,0.0044462408878642
KNX,0.004430261053199
TAP,0.0044062025040513
BALL,0.0043699529985391
JXN,0.0042442664670943
ZION,0.0041957558296987
RRX,0.0040724444352233
CNH,0.0040671645256682
SJM,0.0040464227324965
BPOP,0.0040326378447609
CADE,0.003939002526297
DINO,0.0039037564723944
OMF,0.0039011572088521
RNR,0.0038683047262412
AGCO,0.0038471511648141
MTG,0.0038448474235691
MOS,0.0037753730858904
CAG,0.0037455126143251
TMHC,0.0037339717184687
TTMI,0.0037149875427853
SWK,0.0036616121481042
INGR,0.0036398250467043
GL,0.0036388097958991
ONB,0.0036372591365518
MHK,0.003635658755286
OMC,0.0035999307601011
M,0.0035994090512517
COLB,0.0035986455332332
AKAM,0.003580913839054
R,0.0035591753074793
AN,0.0035461534227673
BOKF,0.0035018806693752
CPB,0.0034856123819625
CNX,0.0034854985946894
AR,0.00347516138624
ARW,0.0034740595797583
BLDR,0.0034222909157306
NXST,0.0034184345996899
PB,0.0034077412723278
ALK,0.0033276855239661
FNB,0.0033143386982936
OC,0.0032861273198582
BIO,0.003255217537226
OZK,0.0032199077792957
JHG,0.0032167231444082
LEA,0.00319634352383
ESNT,0.0031957537517711
WTFC,0.0031842841503013
VLY,0.0031240075967112
NOV,0.0031114038213359
HL,0.0030968968701724
UMBF,0.0030263362472911
RGA,0.0030236663090172
ABCB,0.0030088248421428
MTDR,0.0029874200413273
AL,0.0029847842895719
AXS,0.002973380090782
FAF,0.0029630418581574
ORI,0.0029424183559715
REZI,0.0029416986482295
WTM,0.0029361036091957
EMN,0.0028872194626755
THO,0.0028845192435373
HWC,0.0028587428345008
MAT,0.0028285744948836
TCBI,0.0028261044036691
ENS,0.0028211236894872
DAR,0.0028190306309586
FYBR,0.0027786795472795
RRC,0.0027673815836131
DTM,0.0027588779111936
UBSI,0.0027063389096195
ST,0.002684095481284
OSK,0.0026746260806251
AVT,0.0026471006370703
MUR,0.0025807152698395
ADT,0.0025774138598783
MLI,0.0025740287964856
SANM,0.0025672990228663
AEO,0.0025671615084532
WAL,0.0025670512513864
ABG,0.0025422615516443
PNFP,0.0025280789425522
PLXS,0.0025257470360748
SKYW,0.0025231223168373
URBN,0.0025148249463559
RVTY,0.0025125183410752
IBOC,0.0025051367360301
MCY,0.0024895268653316
JLL,0.0024759515331383
JAZZ,0.0024425284645171
BC,0.0024366838789325
TDS,0.0023842376295853
PFSI,0.0023595526365948
PVH,0.0023559894157306
CACI,0.002341663939602
FBIN,0.0023167944696553
G,0.002297682354309
ASB,0.0022761004650516
CRK,0.0022539793313713
HHH,0.0022042386654148
RUSHA,0.0021798901226883
PATK,0.0021750909491615
SIG,0.0021528917522354
AUB,0.0021516237178879
FULT,0.0021468111686168
BHF,0.0021376952388004
GPI,0.0021311180722647
CALM,0.0021243846945124
CNO,0.0020919726769967
MGY,0.0020853519036907
BFH,0.0020745644535509
TXT,0.0020744521481338
HRL,0.0020718940376609
ASO,0.0020709109856604
AX,0.0020565836854533
LKQ,0.0020462754163898
MATX,0.0020414968542844
AXTA,0.00201902019975
CATY,0.0020068800908168
ENVA,0.0020016652500256
PSMT,0.0019876934839629
WSFS,0.0019827532384056
RNST,0.001959324007104
UHAL.B,0.0019478147809366
GPK,0.0019467282249465
UCB,0.0019352647959387
NVST,0.0019339587441758
CWK,0.0019105207205838
KFY,0.0019024987444088
PAG,0.0019005216502523
FBP,0.0018927118452949
KAR,0.0018838441953081
TGNA,0.0018801169186933
DAN,0.0018788118387754
LBRT,0.0018629093513472
VAL,0.001845689135064
RDN,0.0018381805439271
AGO,0.0018365078540672
CRC,0.0018185400854354
CRL,0.001810342229395
LBRDK,0.001806842752429
FIBK,0.0017995514641838
ABM,0.0017975677855695
HGV,0.0017943348366929
TEX,0.0017917293732776
RIG,0.0017887908917895
SLGN,0.001787766148467
TPH,0.0017868723500513
NNI,0.0017632963061882
SEB,0.0017539847348265
BKU,0.0017523015041856
POST,0.0017454879483861
NMIH,0.0017408592115618
SNV,0.0017187833916105
CPA,0.0017176666295134
LNC,0.0017087135892336
NPO,0.0017014832365036
ACI,0.0016881913765596
MMS,0.0016863231016376
ACA,0.0016860442369306
FHB,0.0016718015237908
HUBG,0.0016514173928549
GHC,0.0016469455965464
HP,0.0016460260699866
INDB,0.0016455020361848
ATGE,0.0016396996494412
WSBC,0.0016323107746629
BTU,0.0016028711958981
BCC,0.0016022069522668
DNOW,0.0016018503657056
TRMK,0.0015761114707187
PPC,0.0015637616127048
LCII,0.001561530790572
CNR,0.0015605897712852
VOYA,0.0015601391541471
STNG,0.0015514798203925
DORM,0.0015482083881132
COO,0.001543201644266
MDU,0.001537017078211
HOMB,0.0015302044477409
CROX,0.0015233788801026
LTH,0.0015213696818341
GNW,0.0015206059943658
ARMK,0.0015051864765482
AROC,0.001502743729897
AIR,0.0015011089403327
MOH,0.0014941340482874
ASH,0.0014876954369528
WAFD,0.0014867589271931
DXC,0.0014842312628812
FFBC,0.0014709184642449
GTES,0.0014641001538803
SAIA,0.0014619376391643
PFS,0.0014605825349762
HOG,0.0014581817537571
ESI,0.0014520410735664
TOWN,0.0014287482045847
FUL,0.0014203998820117
INSW,0.0014162541438703
KN,0.0014161047222787
BIRK,0.0014150370815497
KEX,0.0014117116005648
IPGP,0.001405362698004
SON,0.0013898461485187
PLAB,0.0013863395712694
AVNT,0.001382013890618
CVBF,0.0013771270957078
KMT,0.0013720597884707
GATX,0.001370712401729
ORA,0.0013682365558629
TRN,0.0013680716811044
SPNT,0.0013550245965334
AZZ,0.0013496318075912
TFX,0.0013476985627511
UNF,0.0013423592227946
FBK,0.0013382661320745
AMR,0.0013225732691314
BANR,0.0013193585975868
VC,0.0013175944247129
FRME,0.0013153108853854
GTLS,0.0013110185722447
CUBI,0.001308514490542
HII,0.0013025697201924
CBU,0.0012998942939012
VCYT,0.0012984862748267
AVTR,0.001290539276082
KGS,0.0012890134718795
HAYW,0.0012813980409156
NBTB,0.0012701505907645
SNDR,0.0012637592302039
PTEN,0.0012618913149477
HNI,0.0012561918191838
MIDD,0.0012517760958427
WLK,0.0012480737865087
ALGN,0.0012465952970392
OLN,0.0012383056440042
KSS,0.0012374980208333
MTRN,0.0012345993384766
SM,0.0012341390901048
FDP,0.0012220928472825
OI,0.0012159802550751
GXO,0.0012131432433471
GT,0.0012113649928408
GEF,0.0012047941233627
EFSC,0.0011872480598942
NOG,0.0011859953948193
VSAT,0.0011787450810565
DHT,0.0011762606937522
LC,0.0011683232116131
PLUS,0.0011650776046624
ICLR,0.001160661260005
PRDO,0.0011585060116996
EYE,0.0011445977951661
DOX,0.0011427861289723
TKR,0.001137200165476
MGRC,0.0011315745390728
STC,0.0011261942437386
BANC,0.0011220865819879
MTH,0.0011198268653236
AIZ,0.0011190426652796
EBC,0.0011121818005615
DIOD,0.0011084231441499
KMX,0.0011083112565431
LIVN,0.0011075304870291
TALO,0.0011067308221893
ICUI,0.0011035486974862
CCS,0.0010976819081494
REYN,0.001091080007742
GPOR,0.0010876479643629
BTSG,0.0010814500574503
NHC,0.0010785364203087
AD,0.0010758277444573
IOSP,0.0010738829678866
SDRL,0.0010733358241079
SFNC,0.0010707831327094
BUSE,0.0010671479886665
BRC,0.0010647171035087
NWBI,0.0010598065050398
MHO,0.0010596634594163
CRGY,0.0010589812158856
PBH,0.0010583076342354
GTM,0.0010569932279276
WMK,0.0010561108707031
ANDE,0.0010557005577234
VAC,0.0010521951076482
BHE,0.0010518293716228
HMN,0.0010516432034901
OFG,0.0010492674917201
STRA,0.0010487582681723
NTCT,0.0010430016619756
COLM,0.0010424579213158
PII,0.001037555359258
ALG,0.0010275850970718
WERN,0.0010260046328151
CBSH,0.0010225400766506
MTX,0.0010192244935338
KWR,0.001016856060634
FCF,0.0010116905629909
CNXC,0.0010116781341725
UFPI,0.0010104375507098
MODG,0.0010102545057714
TDW,0.0010101535792478
CMRE,0.0010026396188747
PFGC,0.000998915099974
SKY,0.0009969688880629
CART,0.0009969199261771
KMPR,0.0009948855346946
CIVI,0.0009944618850106
NAVI,0.0009939330559426
IEX,0.000989469520317
SWKS,0.000982040513322
KBH,0.0009819881881878
WOR,0.0009685876236373
WHR,0.0009668425097247
CHRD,0.0009654738852614
SBCF,0.0009630987050989
HRI,0.0009624305666116
FBNC,0.0009589966443321
ARCB,0.0009576755638576
SUPN,0.0009558904090983
LZB,0.0009541393328748
ATR,0.0009527781127079
KLIC,0.0009457839623486
