TICKER,WEIGHT
BEN,0.0159318358667843
CME,0.0156347829913725
IBKR,0.0154037418660522
MTB,0.0153577336765944
CFG,0.0152997233507564
FITB,0.0152737187219325
PNC,0.0152217094642846
CBOE,0.0151767014528586
CB,0.0150536795549608
RF,0.0149236564108411
HIG,0.0148996521380806
CPAY,0.0148646459069714
USB,0.0147986341568799
AFL,0.0147286216946616
ACGL,0.0147286216946616
EG,0.0147216204484398
GL,0.0146896147514258
NTRS,0.0146176019331441
L,0.0145655926754962
KEY,0.0145295862663554
TRV,0.0145215848421019
TFC,0.0143875609858555
ALL,0.0141705223529788
WRB,0.0141675218188838
GS,0.0139934908413698
ERIE,0.013944482117817
BRK.B,0.0139384810496268
PFG,0.0137634498940811
CINF,0.0137514477577009
C,0.0137104404584016
BK,0.0136644322689439
STT,0.0136374274620882
BLK,0.0135894189165671
IVZ,0.0135294082346658
HBAN,0.0135044037838735
SCHW,0.0134393922118137
MSCI,0.0134283902534651
JPM,0.0134043859807046
AIZ,0.0134013854466095
BAC,0.0133503763669933
MET,0.0133073687116307
AIG,0.0132633608782363
V,0.013248358207761
MRSH,0.0132173526887786
MA,0.0132163525107469
WFC,0.013177345567511
AMP,0.0130853291885956
MS,0.0130843290105639
RJF,0.0130593245597716
ICE,0.013045322067328
AON,0.0129973135218069
PGR,0.0126112448015747
WTW,0.0125492337636099
PRU,0.0125242293128177
TROW,0.0124392141801241
AXP,0.0123461976231769
FISV,0.0122511807101664
MCO,0.0122071728767721
BRO,0.0121371604145538
COF,0.0119831329976736
AJG,0.0119101200013602
NDAQ,0.0118781143043462
GPN,0.011711084573054
JKHY,0.0116420722888674
SYF,0.0115990646335048
APO,0.0115260516371914
SPGI,0.0114510382848147
BX,0.0113930279589767
XYZ,0.0108109243445333
ARES,0.0103178365749103
KKR,0.0098747577068718
FDS,0.009809746134812
FIS,0.0096547185399001
PYPL,0.0090506110087596
COIN,0.0082074609280452
HOOD,0.0076933694197567
