TICKER,WEIGHT
MAZE,0.0154599246470619
APP,0.0153443402156765
MOD,0.015310881564486
DAL,0.015122296439594
UAL,0.0150685598179849
PRKS,0.0145230824137274
CAI,0.0143547752592539
ARQT,0.0143040803332076
LAD,0.0142726494790589
GOOGL,0.0140090358636185
CORT,0.0139157571996934
AVGO,0.0138792568529401
THC,0.0137139913940294
CMA,0.0137129774955084
QRVO,0.0136774910472761
DNLI,0.0136673520620668
TSLA,0.0136491018886902
ABG,0.0136146293389787
WBD,0.0135000588061142
EXPE,0.0134300998081704
PWR,0.013327696057557
DNTH,0.0132861262181991
AAPL,0.0132729455374271
META,0.0132577370596132
FTV,0.013219208915818
QSR,0.0132080560320879
TKO,0.0131806807720229
BLK,0.0131705417868136
CART,0.0131451943237905
JHG,0.0131451943237905
EXE,0.013124916353372
MDGL,0.0130924716007024
SRAD,0.0130904438036606
TRGP,0.0130275820953632
CAR,0.0130133875160703
RYTM,0.0129839844589635
AER,0.0129799288648798
SHW,0.0129687759811496
MA,0.0128886779979965
KYMR,0.0128623166364525
FIS,0.0128329135793457
WELL,0.0127893159429459
HSIC,0.0127801908562576
UTHR,0.0127142874523975
LLY,0.0126423006574118
CRM,0.0125834945431982
ANET,0.0125480080949658
SWX,0.0125378691097565
PAYC,0.0125307718201101
BABA,0.0125226606319427
PTCT,0.0125206328349008
HD,0.0124902158792731
HEI.A,0.0124871741837103
LPLA,0.0124861602851894
AMZN,0.0124679101118127
CLS,0.0124577711266035
GWRE,0.0124385070547059
TLN,0.012383756534576
ACI,0.0123705758538039
NUVL,0.0123665202597202
DT,0.0123006168558601
UBER,0.0123006168558601
VST,0.0122560053209394
LIN,0.0122367412490419
INCY,0.0121738795407445
HWM,0.0121029066442798
BSX,0.0121029066442798
CYBR,0.0120785730797776
NVDA,0.0120238225596477
IRM,0.0118747794770717
POST,0.0117693340308955
MSFT,0.0117450004663933
PCG,0.0116527357009892
SE,0.0115756794133989
NAMS,0.0115087621110178
WMG,0.0114357614175112
ES,0.0111346335567966
